,Unnamed: 0,exitage,workclass,fnlwgt,educationType,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
1032,11457,50,?,284477,5th-6th,3,Married-civ-spouse,?,Husband,1,Male,0,0,40,United-States,<=50K
1033,33846,45,Private,128736,10th,6,Divorced,Sales,Not-in-family,1,Female,0,0,40,United-States,<=50K
1034,11393,22,Private,284895,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,1,Male,0,0,55,United-States,<=50K
1035,7273,21,Private,96061,Some-college,10,Never-married,Other-service,Own-child,1,Female,0,0,10,United-States,<=50K
1036,27149,29,Local-gov,188278,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,1,Male,0,0,40,United-States,<=50K
1037,25640,43,Private,184105,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,1,Male,0,0,50,United-States,<=50K
1038,14282,34,Private,159187,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,1,Male,0,0,45,United-States,<=50K
1039,25075,33,Private,198211,HS-grad,9,Married-civ-spouse,Tech-support,Husband,1,Male,0,0,40,United-States,<=50K
1040,47878,49,Local-gov,343231,Masters,14,Never-married,Prof-specialty,Not-in-family,1,Female,0,0,80,United-States,<=50K
1041,9685,52,Private,208570,Assoc-voc,11,Divorced,Tech-support,Not-in-family,1,Female,0,0,40,United-States,<=50K
1042,11919,50,Private,69477,10th,6,Married-civ-spouse,Farming-fishing,Husband,1,Male,0,0,45,United-States,<=50K
1043,45768,74,Private,84197,Masters,14,Divorced,Sales,Not-in-family,1,Female,0,0,10,United-States,<=50K
1044,46998,25,Private,397317,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,1,Female,0,0,40,United-States,<=50K
1045,21766,35,Private,133454,10th,6,Divorced,Machine-op-inspct,Not-in-family,1,Male,0,0,50,United-States,<=50K
1046,46572,19,Private,355477,HS-grad,9,Never-married,Other-service,Own-child,0,Male,0,0,25,United-States,<=50K
1047,30667,58,Local-gov,215245,Bachelors,13,Never-married,Prof-specialty,Not-in-family,1,Female,0,0,37,United-States,<=50K
1048,28145,21,?,405684,HS-grad,9,Never-married,?,Other-relative,1,Male,0,0,35,Mexico,<=50K
1049,45906,25,Private,372728,Bachelors,13,Never-married,Other-service,Not-in-family,0,Female,0,0,24,Jamaica,<=50K
1050,28466,34,Self-emp-not-inc,304622,Bachelors,13,Divorced,Prof-specialty,Unmarried,1,Female,0,0,50,United-States,<=50K
1051,43998,43,Private,187702,Some-college,10,Never-married,Other-service,Not-in-family,1,Male,2174,0,45,United-States,<=50K
1052,22488,49,Private,146268,Some-college,10,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1053,43361,27,Private,292120,HS-grad,9,Divorced,Tech-support,Not-in-family,1,Female,0,0,45,United-States,<=50K
1054,7553,17,Private,40432,10th,6,Never-married,Adm-clerical,Own-child,1,Female,0,0,4,United-States,<=50K
1055,37644,49,Self-emp-not-inc,377622,Assoc-acdm,12,Divorced,Sales,Not-in-family,1,Male,0,0,50,United-States,<=50K
1056,11406,26,Private,124953,HS-grad,9,Never-married,Tech-support,Not-in-family,1,Male,0,0,40,?,<=50K
1057,36452,25,Private,71351,1st-4th,2,Never-married,Other-service,Other-relative,1,Male,0,0,25,El-Salvador,<=50K
1058,24860,21,Private,202373,Some-college,10,Never-married,Sales,Own-child,0,Male,0,0,25,United-States,<=50K
1059,1355,37,Private,486194,Some-college,10,Never-married,Exec-managerial,Not-in-family,1,Male,0,0,50,Guatemala,<=50K
1060,24199,37,Private,188069,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,1,Male,0,0,40,United-States,<=50K
1061,22053,42,Private,272910,HS-grad,9,Divorced,Other-service,Not-in-family,1,Female,0,0,40,United-States,<=50K
1062,35428,44,State-gov,59460,HS-grad,9,Married-civ-spouse,Other-service,Wife,1,Female,0,0,15,United-States,<=50K
1063,7197,21,Private,157595,HS-grad,9,Never-married,Other-service,Not-in-family,1,Male,0,0,35,United-States,<=50K
1064,17503,53,Private,22154,Some-college,10,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1065,26248,61,Private,231183,HS-grad,9,Widowed,Exec-managerial,Not-in-family,1,Female,0,0,40,United-States,<=50K
1066,9491,70,Private,210673,10th,6,Widowed,Adm-clerical,Other-relative,1,Male,0,0,20,United-States,<=50K
1067,35407,60,Private,130684,Some-college,10,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,55,United-States,<=50K
1068,40810,48,Private,176732,9th,5,Divorced,Sales,Not-in-family,1,Female,0,0,40,United-States,<=50K
1069,39938,37,Private,111499,Some-college,10,Never-married,Exec-managerial,Not-in-family,1,Female,0,0,40,United-States,<=50K
1070,11760,65,Private,274637,9th,5,Married-civ-spouse,Protective-serv,Husband,1,Male,0,0,16,United-States,<=50K
1071,6850,62,Self-emp-not-inc,97950,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,6,United-States,<=50K
1072,39085,48,Private,199735,Bachelors,13,Divorced,Priv-house-serv,Not-in-family,1,Female,0,0,44,Germany,<=50K
1073,22044,20,Private,190457,HS-grad,9,Never-married,Other-service,Own-child,1,Female,0,0,30,United-States,<=50K
1074,26099,52,Federal-gov,279337,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,1,Male,0,0,40,United-States,<=50K
1075,32669,35,Private,217893,HS-grad,9,Divorced,Sales,Not-in-family,1,Female,0,0,30,United-States,<=50K
1076,20391,25,Private,186294,HS-grad,9,Never-married,Adm-clerical,Not-in-family,1,Female,0,0,50,United-States,<=50K
1077,23682,35,Self-emp-inc,82051,Some-college,10,Married-civ-spouse,Sales,Wife,1,Female,0,0,40,United-States,<=50K
1078,35254,39,Private,80004,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,1,Male,0,0,40,United-States,<=50K
1079,5254,61,Local-gov,257105,Some-college,10,Divorced,Craft-repair,Unmarried,1,Male,0,0,40,United-States,<=50K
1080,10473,43,Private,358677,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,0,Male,0,0,40,United-States,<=50K
1081,46105,18,Private,215110,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,Male,0,0,40,United-States,<=50K
1082,32761,35,Private,172186,Some-college,10,Never-married,Craft-repair,Own-child,1,Male,0,0,40,United-States,<=50K
1083,46273,17,Private,177629,11th,7,Never-married,Sales,Own-child,1,Female,0,0,20,United-States,<=50K
1084,8193,29,Local-gov,270379,HS-grad,9,Never-married,Other-service,Unmarried,0,Female,0,0,40,United-States,<=50K
1085,36861,31,State-gov,59969,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,1,Female,0,0,35,United-States,<=50K
1086,46400,51,Private,168660,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,1,Male,0,0,40,United-States,<=50K
1087,4066,34,Private,226702,Some-college,10,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1088,8484,32,Private,49539,Some-college,10,Never-married,Other-service,Not-in-family,1,Female,3674,0,40,United-States,<=50K
1089,17641,33,Private,105974,HS-grad,9,Never-married,Craft-repair,Not-in-family,1,Male,0,0,41,United-States,<=50K
1090,33592,18,Private,114008,HS-grad,9,Never-married,Other-service,Own-child,1,Male,0,0,35,United-States,<=50K
1091,46818,35,Private,239409,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,1,Male,0,0,50,United-States,<=50K
1092,24843,49,Private,122066,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,1,Male,0,0,30,Hungary,<=50K
1093,10503,37,Private,202683,Some-college,10,Never-married,Tech-support,Not-in-family,1,Male,0,0,35,United-States,<=50K
1094,13271,44,Private,321824,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,1,Male,0,0,20,United-States,<=50K
1095,21345,18,?,163788,Some-college,10,Never-married,?,Own-child,1,Female,0,0,40,United-States,<=50K
1096,38053,38,Self-emp-inc,199346,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,1,Female,0,0,45,United-States,<=50K
1097,44745,37,Local-gov,272471,HS-grad,9,Divorced,Adm-clerical,Unmarried,1,Female,0,0,40,United-States,<=50K
1098,36108,23,Private,193090,Bachelors,13,Never-married,Adm-clerical,Own-child,1,Female,0,0,30,United-States,<=50K
1099,10075,39,Private,360494,HS-grad,9,Never-married,Transport-moving,Not-in-family,1,Male,0,0,40,United-States,<=50K
1100,35238,33,Private,179758,HS-grad,9,Married-civ-spouse,Sales,Wife,1,Female,0,0,20,United-States,<=50K
1101,1603,45,Private,180010,HS-grad,9,Divorced,Sales,Own-child,1,Female,0,0,40,United-States,<=50K
1102,9051,38,Private,149347,Some-college,10,Never-married,Adm-clerical,Not-in-family,1,Male,0,0,48,United-States,<=50K
1103,30152,55,Self-emp-not-inc,51499,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,1,Male,0,0,72,United-States,<=50K
1104,10676,60,Private,220729,7th-8th,4,Married-civ-spouse,Sales,Husband,1,Male,0,0,50,United-States,<=50K
1105,48514,44,Local-gov,197919,Some-college,10,Divorced,Other-service,Unmarried,1,Female,0,0,40,United-States,<=50K
1106,21752,60,?,251572,HS-grad,9,Widowed,?,Not-in-family,1,Male,0,0,35,Poland,<=50K
1107,14356,52,Private,102444,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,1,Male,0,0,40,United-States,<=50K
1108,33512,58,Local-gov,271795,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1109,5071,54,Local-gov,231482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,Portugal,<=50K
1110,33510,41,Self-emp-not-inc,277783,Some-college,10,Divorced,Craft-repair,Not-in-family,1,Male,0,2001,50,United-States,<=50K
1111,27617,41,State-gov,518030,Bachelors,13,Never-married,Protective-serv,Not-in-family,0,Male,0,1590,40,Puerto-Rico,<=50K
1112,27944,64,Private,171373,11th,7,Widowed,Farming-fishing,Unmarried,1,Female,0,0,40,United-States,<=50K
1113,6547,21,Local-gov,129050,Some-college,10,Never-married,Prof-specialty,Own-child,1,Female,0,0,35,United-States,<=50K
1114,38472,27,Private,38606,Bachelors,13,Never-married,Sales,Not-in-family,1,Male,0,1504,45,United-States,<=50K
1115,15251,59,Private,142326,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,1,Female,0,0,40,United-States,<=50K
1116,26272,55,State-gov,337599,Some-college,10,Divorced,Adm-clerical,Not-in-family,1,Male,0,0,40,United-States,<=50K
1117,27613,21,Private,296158,HS-grad,9,Never-married,Other-service,Own-child,1,Male,0,0,40,United-States,<=50K
1118,40361,40,Private,55191,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,Female,0,0,40,United-States,<=50K
1119,21018,29,Private,194200,Some-college,10,Never-married,Machine-op-inspct,Own-child,1,Male,0,0,45,United-States,<=50K
1120,32364,37,Self-emp-not-inc,143368,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,1,Male,0,0,60,United-States,<=50K
1121,27699,38,Private,275338,Bachelors,13,Divorced,Sales,Unmarried,1,Female,1151,0,40,United-States,<=50K
1122,24324,24,Private,228686,Some-college,10,Never-married,Other-service,Not-in-family,1,Male,0,0,45,United-States,<=50K
1123,29771,29,Private,197618,HS-grad,9,Never-married,Adm-clerical,Not-in-family,1,Female,0,0,40,United-States,<=50K
1124,24874,40,Local-gov,33155,HS-grad,9,Never-married,Other-service,Own-child,1,Male,0,0,40,United-States,<=50K
1125,4871,49,Private,41294,Some-college,10,Divorced,Adm-clerical,Not-in-family,1,Female,0,0,40,United-States,<=50K
1126,10417,20,Private,257470,Some-college,10,Never-married,Sales,Own-child,0,Female,0,0,20,United-States,<=50K
1127,12934,34,Private,109917,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,1,Female,0,0,40,United-States,<=50K
1128,23054,54,Private,249860,11th,7,Divorced,Priv-house-serv,Unmarried,0,Female,0,0,10,United-States,<=50K
1129,2410,76,?,197988,5th-6th,3,Married-civ-spouse,?,Husband,1,Male,0,0,8,United-States,<=50K
1130,27866,33,State-gov,137616,Masters,14,Never-married,Prof-specialty,Not-in-family,0,Female,0,0,35,United-States,<=50K
1131,22134,25,?,394820,Some-college,10,Separated,?,Unmarried,1,Female,0,0,20,United-States,<=50K
1132,14864,49,Private,123713,Bachelors,13,Divorced,Exec-managerial,Not-in-family,1,Male,0,0,45,United-States,<=50K
1133,9950,53,Private,120839,Some-college,10,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1134,14160,40,Private,213849,HS-grad,9,Divorced,Sales,Not-in-family,1,Female,0,0,40,United-States,<=50K
1135,45008,30,Private,115040,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,1,Male,0,0,40,United-States,<=50K
1136,15507,38,Private,435638,Some-college,10,Never-married,Craft-repair,Not-in-family,1,Male,0,1876,40,United-States,<=50K
1137,28896,56,Private,244554,10th,6,Widowed,Machine-op-inspct,Unmarried,0,Female,0,0,40,United-States,<=50K
1138,48292,28,Private,66095,HS-grad,9,Married-civ-spouse,Sales,Husband,1,Male,0,0,40,United-States,<=50K
1139,18686,34,Private,134737,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,1,Male,0,0,40,United-States,<=50K
1140,3137,66,Local-gov,154171,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,1,Male,0,0,20,United-States,<=50K
1141,3813,34,Private,117963,HS-grad,9,Never-married,Craft-repair,Own-child,1,Male,0,0,45,United-States,<=50K
1142,7472,44,State-gov,208163,Assoc-voc,11,Separated,Protective-serv,Unmarried,1,Male,0,0,40,United-States,<=50K
1143,38086,63,?,146196,Bachelors,13,Married-civ-spouse,?,Husband,1,Male,0,0,40,United-States,<=50K
1144,11581,21,Private,200207,HS-grad,9,Never-married,Handlers-cleaners,Own-child,1,Male,0,0,40,United-States,<=50K
1145,5502,40,Private,121492,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,0,Male,0,0,48,United-States,<=50K
1146,36471,36,State-gov,223020,Some-college,10,Divorced,Other-service,Unmarried,0,Female,0,0,20,United-States,<=50K
1147,26912,20,Private,94057,Some-college,10,Never-married,Other-service,Own-child,1,Male,0,0,15,United-States,<=50K
1148,47436,31,Self-emp-not-inc,44503,Some-college,10,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1149,42218,27,Private,252813,Prof-school,15,Never-married,Prof-specialty,Not-in-family,1,Female,0,0,45,United-States,<=50K
1150,31426,34,Private,318886,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,Male,0,0,40,United-States,<=50K
1151,44789,35,Private,117381,Bachelors,13,Divorced,Sales,Not-in-family,1,Male,0,0,40,United-States,<=50K
1152,9160,30,Private,37210,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1153,10210,34,Private,284629,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,1,Male,0,0,40,United-States,<=50K
1154,42492,46,Private,216164,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,1,Male,0,0,40,United-States,<=50K
1155,33304,24,Private,326334,Bachelors,13,Never-married,Prof-specialty,Own-child,1,Male,0,0,20,United-States,<=50K
1156,18894,19,Private,57067,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,1,Male,0,0,45,United-States,<=50K
1157,11943,25,Private,210794,Some-college,10,Never-married,Machine-op-inspct,Own-child,1,Female,0,0,40,United-States,<=50K
1158,30444,26,Private,34803,HS-grad,9,Never-married,Exec-managerial,Not-in-family,1,Female,0,0,40,United-States,<=50K
1159,31378,23,Private,368739,Bachelors,13,Never-married,Adm-clerical,Not-in-family,1,Female,0,0,40,United-States,<=50K
1160,14588,39,Private,172186,HS-grad,9,Married-civ-spouse,Other-service,Husband,1,Male,5013,0,40,United-States,<=50K
1161,39811,19,Private,199484,Some-college,10,Never-married,Other-service,Own-child,1,Female,0,0,25,United-States,<=50K
1162,5260,60,Private,108969,10th,6,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,50,United-States,<=50K
1163,3702,26,Private,100125,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,1,Female,0,0,30,United-States,<=50K
1164,19078,26,Private,34402,Bachelors,13,Never-married,Adm-clerical,Not-in-family,1,Male,0,0,45,United-States,<=50K
1165,39957,32,State-gov,206051,Some-college,10,Married-spouse-absent,Farming-fishing,Own-child,1,Male,0,0,50,United-States,<=50K
1166,29907,21,?,270043,10th,6,Never-married,?,Unmarried,1,Female,0,0,30,United-States,<=50K
1167,9686,42,Private,116649,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,1,Male,0,0,40,United-States,<=50K
1168,44239,31,Private,241360,Bachelors,13,Never-married,Sales,Not-in-family,1,Male,0,0,40,United-States,<=50K
1169,783,25,Private,189334,11th,7,Married-civ-spouse,Transport-moving,Husband,1,Male,0,0,40,United-States,<=50K
1170,5540,41,Self-emp-not-inc,233150,Assoc-voc,11,Married-civ-spouse,Sales,Husband,1,Male,0,0,55,United-States,<=50K
1171,811,31,Private,289889,Assoc-voc,11,Never-married,Tech-support,Not-in-family,1,Male,0,0,40,United-States,<=50K
1172,7529,65,?,106161,Assoc-acdm,12,Married-civ-spouse,?,Husband,1,Male,0,0,40,United-States,<=50K
1173,17155,55,Private,282753,5th-6th,3,Divorced,Other-service,Unmarried,0,Male,0,0,25,United-States,<=50K
1174,33324,36,Private,89508,Some-college,10,Divorced,Prof-specialty,Not-in-family,1,Male,0,0,50,United-States,<=50K
1175,22351,48,Self-emp-not-inc,185385,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,1,Male,0,0,98,United-States,<=50K
1176,14321,54,Local-gov,113649,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,1,Male,0,0,40,United-States,<=50K
1177,17639,36,Private,191161,HS-grad,9,Never-married,Sales,Not-in-family,1,Male,0,0,50,United-States,<=50K
1178,13383,69,Local-gov,142297,10th,6,Married-civ-spouse,Adm-clerical,Wife,1,Female,0,0,17,United-States,<=50K
1179,27164,46,Private,81497,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,1,Female,0,0,48,United-States,<=50K
1180,31978,28,Private,217200,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,1,Male,0,0,50,United-States,<=50K
1181,18032,38,Private,304651,HS-grad,9,Divorced,Transport-moving,Not-in-family,1,Male,0,0,60,United-States,<=50K
1182,31849,31,Private,115488,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,1,Male,0,0,40,United-States,<=50K
1183,22534,42,Private,113324,HS-grad,9,Widowed,Sales,Unmarried,1,Male,0,0,40,United-States,<=50K
1184,20362,27,Private,169631,HS-grad,9,Never-married,Handlers-cleaners,Own-child,1,Female,0,0,40,United-States,<=50K
1185,563,73,?,145748,HS-grad,9,Married-civ-spouse,?,Husband,1,Male,0,0,8,United-States,<=50K
1186,4243,41,Private,205670,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,Female,0,0,40,United-States,<=50K
1187,8886,27,Private,48894,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,1,Female,0,0,42,United-States,<=50K
1188,25134,68,?,29240,HS-grad,9,Widowed,?,Not-in-family,1,Female,0,0,12,United-States,<=50K
1189,34953,42,Private,157367,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,Female,0,0,35,?,<=50K
1190,45164,31,Local-gov,102130,Masters,14,Married-civ-spouse,Prof-specialty,Husband,1,Male,0,0,45,United-States,<=50K
1191,37633,28,Private,163265,9th,5,Married-civ-spouse,Sales,Husband,1,Male,4508,0,40,United-States,<=50K
1192,35901,64,?,50171,HS-grad,9,Married-civ-spouse,?,Husband,1,Male,0,0,10,United-States,<=50K
1193,22333,33,Federal-gov,339388,Assoc-acdm,12,Divorced,Other-service,Unmarried,1,Male,0,0,40,United-States,<=50K
1194,2535,48,Private,180010,Some-college,10,Separated,Craft-repair,Unmarried,1,Female,0,0,40,United-States,<=50K
1195,46464,43,Private,328570,Some-college,10,Divorced,Machine-op-inspct,Unmarried,0,Female,0,0,38,United-States,<=50K
1196,19768,44,Private,54507,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,1,Female,0,0,40,United-States,<=50K
1197,24680,19,Private,231962,HS-grad,9,Never-married,Other-service,Unmarried,1,Male,0,0,40,United-States,<=50K
1198,28671,34,Private,183811,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,1,Male,0,0,40,United-States,<=50K
1199,1293,30,Private,242739,Bachelors,13,Divorced,Sales,Own-child,1,Female,0,0,40,United-States,<=50K
1200,15626,36,Private,167284,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,1,Male,0,0,40,United-States,<=50K
1201,8897,35,Private,60227,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1202,8364,36,Private,122493,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1203,47225,33,Private,229051,Some-college,10,Never-married,Prof-specialty,Not-in-family,1,Male,0,0,52,United-States,<=50K
1204,6674,43,Private,214541,Masters,14,Divorced,Prof-specialty,Not-in-family,1,Male,0,0,40,Canada,<=50K
1205,12517,23,Self-emp-not-inc,72143,Bachelors,13,Never-married,Exec-managerial,Not-in-family,1,Female,0,0,40,United-States,<=50K
1206,4623,47,Local-gov,274657,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,1,Male,3908,0,40,United-States,<=50K
1207,3914,17,Private,171461,10th,6,Never-married,Sales,Own-child,1,Female,0,0,14,United-States,<=50K
1208,48584,59,Private,207391,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,1,Male,0,0,40,United-States,<=50K
1209,19837,67,Self-emp-not-inc,116057,HS-grad,9,Divorced,Exec-managerial,Not-in-family,1,Female,3273,0,16,United-States,<=50K
1210,46227,38,Private,64879,Some-college,10,Divorced,Sales,Not-in-family,1,Female,0,0,40,United-States,<=50K
1211,793,23,Self-emp-not-inc,145744,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,1,Male,0,0,40,United-States,<=50K
1212,37777,23,Federal-gov,41031,Some-college,10,Never-married,Sales,Not-in-family,1,Female,0,0,35,United-States,<=50K
1213,45766,30,Self-emp-not-inc,609789,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,1,Male,0,0,40,United-States,<=50K
1214,18744,46,Private,174224,Assoc-voc,11,Divorced,Protective-serv,Not-in-family,0,Male,0,0,40,United-States,<=50K
1215,27240,20,?,293091,HS-grad,9,Never-married,?,Own-child,1,Male,0,0,12,United-States,<=50K
1216,17575,36,Private,113397,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,1,Male,0,0,40,United-States,<=50K
1217,45262,42,Private,282062,9th,5,Married-civ-spouse,Transport-moving,Husband,1,Male,0,0,40,United-States,<=50K
1218,11613,58,Private,156493,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,1,Male,0,0,35,United-States,<=50K
1219,38589,24,Private,205839,Some-college,10,Never-married,Handlers-cleaners,Own-child,1,Male,0,0,40,United-States,<=50K
1220,21756,23,Private,205939,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,38,United-States,<=50K
1221,23600,46,Private,324601,1st-4th,2,Separated,Machine-op-inspct,Own-child,1,Female,0,0,40,Guatemala,<=50K
1222,6940,52,Local-gov,178983,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,1,Male,0,0,40,United-States,<=50K
1223,18578,31,Private,118901,Bachelors,13,Divorced,Adm-clerical,Unmarried,1,Female,0,0,45,United-States,<=50K
1224,38076,20,Private,68358,Some-college,10,Never-married,Adm-clerical,Own-child,1,Female,0,0,12,United-States,<=50K
1225,13107,35,Private,198841,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,1,Male,0,0,40,United-States,<=50K
1226,32367,53,Private,81794,12th,8,Married-civ-spouse,Adm-clerical,Wife,1,Female,0,0,40,United-States,<=50K
1227,21283,26,Private,132661,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,1,Female,5013,0,40,United-States,<=50K
1228,37556,23,Private,167424,Some-college,10,Never-married,Other-service,Own-child,1,Female,0,0,35,United-States,<=50K
1229,5241,77,Self-emp-not-inc,101575,12th,8,Divorced,Transport-moving,Not-in-family,1,Male,0,0,12,United-States,<=50K
1230,12707,22,?,268145,HS-grad,9,Never-married,?,Not-in-family,1,Female,0,0,40,United-States,<=50K
1231,40691,38,Private,146398,HS-grad,9,Never-married,Other-service,Unmarried,0,Female,0,0,24,United-States,<=50K
1232,11540,35,Local-gov,225544,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,1,Male,0,0,48,United-States,<=50K
1233,32497,20,Private,379198,HS-grad,9,Never-married,Other-service,Other-relative,0,Male,0,0,40,Mexico,<=50K
1234,11862,43,Self-emp-inc,137232,Bachelors,13,Married-spouse-absent,Sales,Unmarried,1,Female,0,0,42,United-States,<=50K
1235,18254,30,Private,111415,HS-grad,9,Married-civ-spouse,Other-service,Husband,1,Male,0,0,55,Germany,<=50K
1236,45997,47,Private,106255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
1237,18963,61,Local-gov,167670,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,1,Male,0,0,40,United-States,<=50K
1238,32099,55,Private,368727,Some-college,10,Divorced,Craft-repair,Not-in-family,1,Male,0,0,40,United-States,<=50K
1239,38503,45,Private,172960,Some-college,10,Divorced,Protective-serv,Not-in-family,1,Male,0,0,70,United-States,<=50K
1240,5283,21,Private,522881,Assoc-voc,11,Never-married,Exec-managerial,Other-relative,1,Male,0,0,40,Mexico,<=50K
1241,18155,21,Private,126314,Some-college,10,Never-married,Other-service,Own-child,1,Male,0,0,10,United-States,<=50K
1242,38979,22,Private,194723,Bachelors,13,Never-married,Adm-clerical,Own-child,1,Female,0,0,10,United-States,<=50K
1243,31497,25,Self-emp-not-inc,463667,HS-grad,9,Never-married,Other-service,Not-in-family,1,Male,0,0,8,United-States,<=50K
1244,29988,50,Private,114056,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,1,Male,0,0,84,United-States,<=50K
1245,1007,34,Self-emp-not-inc,114074,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,1,Female,0,0,40,United-States,<=50K
1246,22666,51,Self-emp-inc,139127,Some-college,10,Divorced,Exec-managerial,Unmarried,1,Female,0,0,50,United-States,<=50K
1247,34244,32,Private,52537,Some-college,10,Never-married,Tech-support,Not-in-family,0,Male,0,0,38,United-States,<=50K
1248,21697,74,Private,211075,HS-grad,9,Married-civ-spouse,Other-service,Husband,1,Male,0,0,30,United-States,<=50K
1249,46208,42,Private,223548,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,1,Male,0,0,30,Mexico,<=50K
1250,6773,18,State-gov,352317,Some-college,10,Never-married,Other-service,Own-child,1,Female,0,0,20,United-States,<=50K
1251,41068,58,?,361870,HS-grad,9,Married-civ-spouse,?,Husband,0,Male,0,0,30,United-States,<=50K
1252,1385,17,Private,272372,11th,7,Never-married,Adm-clerical,Own-child,1,Female,0,0,7,United-States,<=50K
1253,20415,38,Private,278253,HS-grad,9,Divorced,Adm-clerical,Unmarried,1,Female,0,0,48,United-States,<=50K
1254,42365,59,Private,167963,HS-grad,9,Never-married,Adm-clerical,Unmarried,1,Male,0,0,40,United-States,<=50K
1255,36984,36,Private,183739,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,1,Female,0,2002,40,United-States,<=50K
1256,35753,63,Private,219540,HS-grad,9,Divorced,Craft-repair,Not-in-family,1,Female,0,0,40,United-States,<=50K
